id,name,property_type,accommodates,review_scores_rating
659952,GREAT Studio apartment in Midtown W,Apartment,2,99
629855,Big Room in Williamsburg Loft,Apartment,2,80
660016,Peaceful with Windows; Brooklyn Apt,Apartment,4,95
661402,[1524-2]2BR At NY Towers,Apartment,4,
629893,Height of the Heights NYC,Apartment,2,93
629949,1 BR - Garden - Broadway?,Apartment,3,90
661814,1 bedroom apt in heart of Chelsea,Apartment,2,92
663608,Boho Chic Rhapsody in New York City,Apartment,2,98
631472,Cozy Upper East Side NYC Escape,Apartment,4,99
632744,[1746] Luxury 1BR At Stonehenge 57,Apartment,2,
664047,Lux 2Bed-2.5Bath Central Park Views,Condominium,8,97
665394,Winning Location in Hells Kitchen,Apartment,2,100
633276,Jacuzzi Suite; Minutes to Times Sq.,Townhouse,2,93
666220,Beautiful East Village apartment,Apartment,1,93
666315,BEDFORD AVE STUDIO APT WITH GARDEN,Apartment,2,99
633950,1-Bd Apt in PRIME Soho - NYC- July,Apartment,3,96
666613,Amazing Williamsburg entire Loft,Loft,4,88
634353,Luxury 1Bed with Central Park Views,Condominium,3,99
666837,Adorable Studio; Best Neighborhood,Apartment,2,92
635114,NYC - Heart of Greenwich Village,Apartment,2,97
635282,Huge factory loft; prime location,Loft,4,96
667375,Light and airy Chelsea NY 1bdrm apt,Apartment,2,100
635662,bedroom in front  prospect park sw (private),Condominium,3,94
667502,Elegant 2 BRs Washington Heights!,Apartment,6,98
636391,Charming Sunny W. Village Apt.,Apartment,2,90
667549,My Brooklyn Studio in Ditmas Park,Apartment,2,92
668400,1BR in nice 2BR Apt lovely Area,Apartment,2,60
668691,Comfy room in beautiful apartment,Apartment,1,94
636579,Union Square- East Village Fabulous,Apartment,2,95
637228,Beautiful; bright room w-priv bath,Condominium,2,80
669633,Gowanus Apt Close to Manhattan,Apartment,4,92
669640,Sun Peace Beauty Gr8 Location Cafes Train Park,Apartment,1,96
669831,Central Park Sunny Bedroom,Condominium,1,94
637504,Private bedroom in a 2-fam house for solo traveler,House,1,100
637641,Convenient to Manhattan,Apartment,2,100
637716,NOLITA; Home Sweet Home in NYC,Apartment,4,100
638218,Small rooftop studio apartment,Apartment,2,80
669939,Small Cute Bedroom $750 Month,Apartment,5,95
670064,Renovated Apt. w- Private Patio-BBQ,Apartment,4,95
670767,Bookcase Room with Hidden Door!,Apartment,1,95
638822,Charming and Chic in the Heart of the East Village,Apartment,2,99
638894,1-BDRM; Good Light; Fire-Escape; AC,Apartment,2,100
638898,Apt Near Central Park and Columbia!,Apartment,2,97
671081,[1072-2]Lux 2BR At Midtown West; NY,Apartment,4,
671264,Sweet Spot in Greenpoint All for You,Apartment,1,96
639199,Beautiful 4BR-4BA Home; Staten Island; NY City.,House,11,98
671303,Studio in Astoria ,Apartment,2,94
639781,East Village 1 Bedroom Apartment,Apartment,3,
671387,Room with ensuite bathroom and private entrance.,Apartment,2,94
640589,Sweet Super Bowl Accomodations,Apartment,2,87
640691,Homey Townhouse + PRIVATE Bathroom,Townhouse,2,99
640813,Big 2BR loft in ❤️of Williamsburg-5min to Manhattan,Apartment,6,95
671402,Serene; Artsy Loft Retreat,Loft,6,94
671496,Great private room in awesome area!,Apartment,1,
640990,Cozy E. Harlem Brownstone PH,Apartment,3,94
671544,1 Furnish'd bedrm avail in 2 br apt,Apartment,2,
671633,REDUCED! Private Apt~Fun NYC area!,Apartment,2,89
641768,INSANE NYC views! Live in the sky!,Apartment,3,97
672490,[1550-S]Studio at Symphony house,Apartment,2,
642682,Up Among the Trees 2,Apartment,4,93
672724,Elegant 2 BDRM; Brooklyn Brownstone,Apartment,4,93
643328,Sunny top fl Private 1- BR with garden view,Apartment,2,94
673061,Private Room; 10 mins to Manhattan!,Apartment,2,94
643877,Spacious 2BD in lovely Ditmas Park,Apartment,4,99
643948,Clean Beautiful Private and Quiet Inwood Manhattan,Apartment,3,95
673248,Secret Garden Big and Comfortable,House,7,92
673760,Sunrise Room in Spacious Duplex,House,4,95
644464,Loft Room in Heart of Williamsburg,Loft,2,86
674620,Huge Sunny Rm in Brklyn! Holidays!!,Apartment,1,
644575,Enjoy and discover New York Citi,House,2,99
674692,A LITTLE PARADISE NEXT TO SUBWAY!,House,2,98
644833,3 Bedroom 2.5  Bath Multilevel Home,Apartment,10,89
676257,small private bedroom female only,Apartment,1,91
676295,(B)  BARGAIN SPACE,House,2,77
678593,Room in a Good Vibe Apartment ,Apartment,2,84
645075,Hell's Kitchen; Midtown west!,Apartment,5,96
678663,Peaceful Retreat Best Location Park Slope Prime!,Apartment,1,80
645693,☆☆New Discount☆☆ Beautiful Room - Next to Subway,Apartment,1,91
645922,Gorgeous Modern Manhattan Apt,Apartment,2,87
679633,Cozy 1 bedroom apartment in NYC,Apartment,1,
679769,Great Room in Lively Astoria! Close to it All!,Apartment,2,93
645942,Amazing NY apartment in SoHo-Nolita,Apartment,2,97
646391,Lofted Bed in a Funky Family Loft!!,Loft,2,97
680225,Large private bedroom in house; Bushwick-Ridgewood,House,1,100
680998,Trendy Harlem Apartment in New York,Apartment,3,98
681518,Artist room for creative nomads,Apartment,1,90
681805,NEAR THE CITY THAT NEVER SLEEPS!,House,2,95
646458,Room in Williamsburg Loft - Long Stays,Apartment,2,95
682032,Pvt. Studio in Queens; clean;quiet;  and comfort,Guest suite,1,92
682122,Warm; Comfortable; Inviting Home,Apartment,5,91
647413,Charming 1 bedroom Apt in Brooklyn,Apartment,3,94
647520,Incredible one-of-a-kind 1br apt!,Apartment,2,95
647580,East Village Hideaway,Apartment,2,92
647598,Spacious Lower East Side Studio Apt,Apartment,2,90
682155,Central Park Chic Single Room,Condominium,1,94
683024,Master Suite in Upper Carnegie Hill,Condominium,2,96
648047,Cute; comfortable room in Gramercy,Apartment,1,95
648246,Spacious Brooklyn Loft w- River View,Loft,4,90
683084,Midtown West- A COZY ONE bedroom.,Condominium,3,99
649561,Manhattan Sky Crib (1 year sublet),Apartment,2,
683106,Sunny; Spacious East Village Studio,Apartment,2,95
649878,The perfect 1 Bedroom Apartment!,Apartment,3,93
649903,Studio With Old-World Character,Apartment,2,100
683518,Sunny East Villager,Apartment,4,91
683681,Beautiful West Village 1 BR apartment,Apartment,3,94
650867,8th Floor Williamsburg Condo,Apartment,2,
683743,Low Cost Room With GREAT Location,Loft,3,96
683821,Spacious Private room in beautiful 1BR near Park,Apartment,2,98
651375,Rare; elegant; sunny and large loft with sauna,Loft,5,98
689329,Cozy 15 mins Manhattanand 10 Mins LGA,Townhouse,1,98
684310,Bedroom in Garden Duplex UWS,Apartment,1,80
689900,Large Room - Light - Columbia University - UWS,Apartment,2,96
690349,Full 1BR Apartment in Park Slope,Apartment,3,89
684808,Gorgeous NY Studio in Midtown East,Apartment,2,96
690516,Lovely Garden Apt. in Fort Greene.,Apartment,4,97
690553,Modern Lofted Williamsburg 3bd,Apartment,6,96
690603,Brooklyn's top,Townhouse,6,94
684991,Terrific NY Studio in Midtown East,Apartment,3,100
690675,Quirky Sunny Retreat Central Williamsburg,Apartment,2,100
690849,East Village Artist's Studio,Apartment,2,95
690914,Private Room in Greenwich Village,Apartment,1,97
685435,Cozy Private Bedroom $800 Month,Apartment,2,100
686373,Cozy Studio; 10 min from Manhattan!,Apartment,2,95
690934,LEGAL PARK SLOPE 5 BR; 2 ROOF TERRACES,House,12,99
690960,Guestroom w- 2 beds 20 mins to NYC,Apartment,4,97
686485,Beautiful One Bedroom in Chelsea,Apartment,4,90
691049,Cozy Room with air conditioner,Apartment,2,93
691818,NYC;Brooklyn;Spacious Room;Garden!,Apartment,1,
692383,Beautiful 1 room share for weekend.,Apartment,2,
687794,Excellent East Village Apartment,Apartment,3,91
692397,Beautiful space for weekdend rest.,Apartment,2,
688652,Huge Sunny Modern Apt. (1k+sqft),Apartment,6,96
692567,Bushwick Creative Den of Bliss,Apartment,2,97
720394,Large pleasant room nr Central Park,Apartment,2,99
692657,A bubble of calm. Sunny. Quiet. Bed and desk,Apartment,2,92
721663,NYC Holiday Stay 5* 1 Bed Condo -Balcony-Flatiron,Condominium,2,95
693597,UWS Charming 1 bedroom + loft,Apartment,3,93
695002,Roomy Updated Studio - East Village,Apartment,3,85
695216,Private Suite in Historic House,Apartment,2,89
721719,Heart of Harlem 1 BR Garden apt,Apartment,2,98
695297,Sunny Elegant and Big Room!,Apartment,2,93
721762,Colorful New York East Village Apt,Apartment,2,93
722264,Large furnished room,Apartment,1,
695465,The heart of the metropolis ,Other,2,94
722451,NYC Spacious 3b; new; river view,Apartment,8,100
696464,Amazing; stylish-modern and super sunny!,Apartment,5,98
722464,Large Private Room in Clinton Hill Brooklyn Loft,Loft,2,
723457,Bright Spacious Brooklyn,Apartment,2,92
696593,Park Slope One bedroom with Balcony,Apartment,2,100
723507,Space! Light! Charm! 1BR close to subways and park,Condominium,2,98
697499,Near Central Park (Studio apt),Apartment,2,96
723523,MANHATTAN CHARMER WOW - ALL YOURS!!,Apartment,3,84
697788,Sunny and Modern in Prime Park Slope,Apartment,2,97
723560,Modern and Cozy Home - LES,Apartment,4,90
723709,Large room 2blks from central Park,Apartment,2,80
697923,Cute and Cozy Manhattan Room - Hell's Kitchen,Apartment,2,97
724806,Best Deal in Hell's Kitchen!!,Apartment,1,96
725270,Very Large Loft in Chelsea for  Your Stay!!,Loft,2,98
698094,5th Ave Apartment in Midtown!,Apartment,2,99
725509,3 BR Apartment in Heart of Brooklyn,Apartment,15,92
698132,LARGE PRIVATE FLOOR IN BROOKLYN; NY,Townhouse,2,98
726465,❤️ of Williamsburg; Private Entrance,Apartment,2,99
698162,Comfy apartment; adorable cat!,Apartment,2,90
698298,On MULBERRY Street - Nolita - Soho,Apartment,1,80
726692,House 10 min from Midtown Manhattan,House,5,60
698327,Clean Cute Private Room in CHELSEA,Apartment,1,100
698882,The Serenity Room in Historic BKLYN,Apartment,1,97
699060,2 Story Sleeps 4; PERFECT LOCATION!,Apartment,5,94
727512,Duplex Loft @ Box House Hotel,Apartment,4,96
699348,Peaceful double room in Brooklyn Brownstone,House,2,94
727547,Duplex w- Patio @ Box House Hotel,Apartment,4,97
727964,Garden Pl Historical Artist studio,Apartment,3,91
728409,Huge Room in South Williamsburg,Apartment,2,94
699472,NYC 1st Shipping Container Home,Apartment,4,98
699598,East Village Jewel,Apartment,4,80
728498,WEST HARLEM  PRIVATE BEDROOM,Apartment,1,96
700408, Beautiful Spacious UWS Apartment ,Apartment,2,86
728708,Top Floor 2+ BR w- Private Roofdeck,Apartment,4,97
700530,Charming South Village w- Private Terrace,Apartment,2,99
728764,AMAZING COLUMBUS CIRCLE LOCATION :),Apartment,3,90
700916,Airy Bed Sty Restoration,Apartment,4,96
729306,Clean and Quiet BR in Sunset Park; BK,Apartment,2,94
701474,Adorable West Village Apt (2 Beds),Apartment,2,89
729310,Studio Apartment in Murray Hill,Apartment,2,100
729771,Studio Loft in EV Townhouse,Townhouse,3,98
702213,W'burg Hidden Treasure Off Lorimer,Apartment,1,94
702440,Park Slope Brownstone with Garden,Loft,2,91
729811,Spacious 1-bedroom in Ditmas Park,Apartment,4,95
702551,UWS renovated 2bedroom 2bath near everything.,Apartment,7,92
702578,A livingroom on the Upper W  NY ,Bed and breakfast,1,91
729841,Gorgeous Apt Heart of West Villlage,Apartment,2,92
703971,HOME AWAY FROM HOME,House,2,90
730480,Sunny Apartment in Brooklyn,Apartment,4,93
704793,Chelsea; near Highline and Art galleries; 1 BR,Apartment,4,100
704838,An Oasis in  the Big Apple 1,Apartment,6,96
705749,Room Available Close to Manhattan-A,House,2,95
731144,Chelsea- 1 Bed by the Highline,Apartment,2,99
731293,**YOUR HOME AWAY FROM HOME** : UES-66th LG 1 BDRM,Apartment,4,99
705997,Classy Brooklyn Studio,Apartment,2,95
706347,HISTORIC WILLIAMSBURG; BKLYN #2,Apartment,2,100
707396,2BR PENTHOUSE w Private Roofdeck,Apartment,3,97
731300,Private Room Williamsburg(Ariel) 4p,Resort,2,93
731316,Sunny and Clean Apt; Ideal Location,Apartment,2,96
732624,1 Pvt. Room in Upper West Manhattan,Apartment,2,93
707443,EXCELLENT location well furnished !,Apartment,7,96
732700,Centrally located and spacious apt.,Apartment,2,96
735677,CHIC Apt in TRENDY East Village,Apartment,3,98
707658,Elegant New apt in Lower East Side,Apartment,2,95
707736,Brand New 2-Level 2-Bedroom Condo,Condominium,4,96
735752,3 BR; 2 BATH Triplex (Washer-Dryer),Apartment,12,94
708358,Fab loft in Bowery District,Loft,4,96
735890,Homey; Clean studio- East Village,Apartment,2,88
735936,Quiet and Chic Lg 1BR Ideal Location!,Apartment,2,97
708374,private bedroom w-private bathroom on Central Park,Apartment,3,90
708637,Cozy bedroom near Manhattan and airport,Apartment,1,95
736187,Quiet Private Room-AC over-looks yard,Apartment,1,83
709444,Lovely; Spacious 1BR With Yard,Apartment,3,100
737075,Bright Friendly Apt; East Village! ,Apartment,1,91
710015,Large room; Outdoor Patio; Great Host; Safe Area!,Apartment,2,
737126,Williamsburg Loft!! Bedford L 1blk!,Loft,2,96
710243,Cozy; ideal live-work space in the heart of LES!,Apartment,2,97
710283,Sunny; Large and Lovely in Greenpoint,Apartment,6,94
710284,**YOUR CHELSEA LOFT; WELCOME HOME,Apartment,3,100
738588,Wedding guests accommodations; 3-7 bedrooms,House,16,100
739239,Luxury Furnished 1 BR Apartment Near Central Park,Apartment,3,100
711635,Charming East Village Apartment,Condominium,3,96
712136,Room Available-Close to Manhattan-B,House,1,92
739242,1 BR Modern Luxury Apart w W-D Steps From Park,Serviced apartment,3,100
739811,Private Room in Manhattan,Apartment,2,93
712260,Private Two Bedroom with Garden in Cobble Hill,House,4,96
739930,AMAZING!~SPACIOUS~VIEWS VILLAGE APT,Loft,3,99
740754,Cozy and nice room near Manhattan!!,Apartment,2,98
740947,BEST GRAMERCY LOCATION. HUGE 1BD,Apartment,2,80
741154,Beautiful duplex loft with Skylight,Apartment,6,92
741354,Simple and cozy place on the beach,Apartment,2,99
713538,Chic Victorian private apartment in townhouse,Townhouse,4,94
741456,"""The Country"" and the NYC Waterfront!",House,4,94
713572,Gorgeous Room In The Heart,Apartment,3,97
741783,LOVELY 2BR West Village Apt!,Apartment,7,88
741797,Luxury Tribeca 1bdr in Doorman Bldg,Condominium,2,93
741806,Inwood-at the foot of the Cloisters,Apartment,2,100
742026,NOLITAandSOHO BEST LOCATIONandGREAT APT,Apartment,3,88
742779,Upper West Side Stunner;  New Years Week 2018,Apartment,2,87
713891,Amazing location! 10ft from L train,Apartment,2,94
742795,Spacious Heart of Ft. Greene Studio,Apartment,2,92
714028,An Oasis in the Big Apple 2,Apartment,6,96
714049,An Oasis in the Big Apple 3,Apartment,7,90
714075,Room in Clinton Hill Brooklyn Loft,Loft,1,100
714939,West Village 2 Bedroom Apt,Apartment,4,93
744078,Tiffany Room in Duplex Home,Townhouse,2,96
744220,Beautiful 1 bedroom in NOLITA (2 blocks from SOHO),Apartment,2,97
744228,Entire gorgeous;cozy;light two bed ,Apartment,4,94
715070,SPECTACULAR HOLIDAY RENTAL-VILLAGE,Apartment,2,
745037,Luxury Locale Sunny 1BR Suite,Condominium,2,95
715102,WILLIAMSBURG 1 private room in loft,Loft,1,99
746088,Little Italy gem Center of it all!,Apartment,3,94
746346,The Lower East Side Studio Flat,Apartment,2,92
715270,2 Beds-Queen and Full Beautiful Room 40 minsT.Square,Apartment,3,90
746983,Enjoy All the Comforts of Home!,Apartment,1,
715481,Fabulous Central Park West  Room ,Apartment,1,80
716169,Feel the Brooklyn Love!,Apartment,2,100
746996,Park Slope-Private Room-Bath-Entry,House,2,97
747029,Private rooms in heart of Chelsea,Apartment,2,100
716780,Fantastic apartment in Wburg-Gpt,Apartment,2,98
716949,AMAZING Deal in Heart of NYC!!!,Apartment,2,94
747159,sunny private room in east village,Apartment,2,96
747316,Charming Manhattan Pied-a-Terre,Apartment,2,95
717922,LARGE FULLY FURNISHED ROOM,House,2,60
718761,2 private BRs; private bath - Like your OWN APT,Apartment,3,84
747344,3 separate bedrooms - Lovely loft on the L train,Loft,6,92
719329,Bright 1 BR in Brooklyn,Apartment,2,96
747419,Lovely; Sunny 1-Bedroom Apt with Kitcat,Apartment,2,100
747538,HUGE mid-century modern; sunny flat w- amazing cat,Apartment,2,96
747605,East Village Studio; Great Location,Apartment,2,95
719621,Near Central Park-20m to Times Sq.,Apartment,1,83
748118,HUGE Modern Duplex BEST Location,Apartment,4,98
748656,Cozy Vintage Studio in Flushing (Close to LGA-JFK),Apartment,1,100
719914,Charming Harlem Getaway-Women Only,Apartment,1,93
720274,Nice studio apartment in Brooklyn!,Apartment,2,90
749108,Cozy 4 BR Brooklyn townhouse in Clinton Hill,Townhouse,11,100
749455,Lovely Loft space near Central Park and Times Square,Apartment,2,87
752616,Sunny 2BR Penthouse - HUGE Terrace,Apartment,5,97
749896,1 Bed Williamsburg Apt; Amazing Loc,Apartment,2,100
752783,LUXURY BROOKLYN LOFT STEPS TO PARK and SUBWAY,Loft,3,95
749965,Charming Brooklyn Abode,Apartment,4,100
750893,Grande Super Large APT !!!,Apartment,6,86
753399,Classic; Impeccable SoHo Loft,Loft,2,96
751818,Great location in Gramercy-Flatiron,Apartment,1,95
753622,1 Private Bedroom - East Village,Apartment,1,90
751851,Spacious 3 bedroom in Park Slope,Apartment,6,90
751904,Cozy Bedroom in Lower East Side,Apartment,2,91
753687,Mitchell Manor,Apartment,4,89
752202,Historic Mansion; Comfortable Room,House,2,93
753825,BE MY GUEST!,Apartment,4,95
752289,Cozy Village apartment  near NYU,Apartment,2,94
753935,Studio with Bedroom Alcove,Apartment,2,97
752366,Big; close to subway; 3 stops from the city,Apartment,3,96
779561,FULLY Furnished Studio ♥ Manhattan,Apartment,2,94
753983,Super Cute Upper West Side Apt!!,Apartment,2,97
779596,Lower East Side Beautiful one bedroom Apartment,Apartment,2,97
753991,Elegant Stuyvesant Heights Retreat,Apartment,4,96
779838,rent whole apt. classy 1-bedroom upper west side,Apartment,2,80
754190,Soho loft on grand and Crosby st.,Apartment,1,91
780006,Home Sweet Room-RUBY-Queens NYC!!,House,2,86
780205,Large 2 bedroom; full floor apt.,Apartment,4,100
754353,Location Moreno,Apartment,1,95
780238,HARLEM SUGAR HILL; MASTER BEDROOM.,Apartment,2,80
780322,1 Couch 8 min from Manhattan J\M\Z,Apartment,1,86
755528,PRIVATE BATH-TONS OF SUNLIGHT-SAFE,Apartment,3,89
755684,Cozy Soho Studio Loft Apt Bleecker ,Loft,2,100
780858,Charming Fort Greene studio; dream location,Apartment,2,100
755703,Room: King size bed + private bath,Apartment,2,96
781486,Spacious room in historic house,House,2,93
782063,Cozy apartment steps to subway,Apartment,2,90
755751,Luxury Apartment between Columbia and the Apollo!,Apartment,3,100
782554,Great West Village 1 bdr apartment!,Apartment,3,95
756312,Huge Loft Space with Designer Furnishings,Loft,3,99
756655,Light-Filled Prospect Height Apt.,Apartment,3,99
756892,Clean Bright Midtown Studio by Park,Apartment,2,100
756928,Your OWN Private Garden Apartment,Apartment,2,94
783202,Charming Apt off Bleecker; First Fl,Apartment,3,94
757007,Zen Holiday Getaway,Apartment,2,100
757187,Brooklyn Charm in Clinton Hill,Apartment,1,94
758782,Perfect Midtown Apt E. 50th St,Apartment,4,91
783341,Private Bedroom LOWER EAST SIDE,Condominium,1,97
758919,Sexy in the City - Best Block in NY,Apartment,2,97
783911,Upper East Side Studio with patio! Pet friendly!,Apartment,4,98
783964,GREAT ROOM Fast 2 TIMES SQ 9min NYC,Apartment,2,95
759901,GREAT PRICE for GREAT GUESTS ONLY,House,2,94
760303,UES Manhattan Quiet Nest 1 Bdrm,Apartment,3,94
761606,Private 2-Bedroom. Cozy and quiet.,Apartment,2,94
784088,1 Bed Apt in Utopic Williamsburg,Apartment,2,98
761835,Apto 2 bed $80 night per person,Apartment,4,99
784122,Manhattan Charm....Brooklyn Flavor!,Apartment,6,95
762015,Private Oasis; en suite bathroom,Apartment,2,98
762098,Williamsburg Apartment on Bedford,Apartment,2,91
784124,New Flat; Great Light;  Unique Brooklyn Bungalow,Apartment,6,93
762145,Gorgeous Duplex w Riverview Terrace,Loft,4,94
784169,Sunny; Gorgeous West Village Home,Apartment,2,95
785097,Beautiful New Apartment- spacious,Apartment,2,83
763527,Artist's Jungle Suite + Private Bathroom,Apartment,3,96
785166,Comfy Cool Convenient Downtown Manhattan,Apartment,4,97
763600,Private 2BR - East Williamsburg; Bk,Apartment,2,90
785366,Family Friendly Apt in Astoria; NY,Apartment,4,80
785508,Experience New York - A Locals Way,Apartment,3,92
785862,Urban Garden in Nolita,Apartment,2,99
763809,Mermaid Oasis in the Heart of Brooklyn,Apartment,1,98
785978,For cat lovers - East Village 1 bdr,Apartment,2,94
763833,★East Village★ #1; Private Room; free  W-D,Apartment,2,92
763881,★East Village★ #2; Private Room; Free WandD,Apartment,2,86
786053,Sunny Rm #2; A-C; Park; express Q train,Apartment,2,94
763912,★East Village★ #3; Private Room; Free WandD,Apartment,4,89
763932,★East Village★ #4; Private Room; Free WandD,Apartment,2,88
786685,Big Brnstn Grdn Apt 2 stops to 59st,Apartment,6,96
786727,Xmas in NYC!!!,Apartment,3,93
763956,★East Village★ #5; Private Room; Free WandD,Apartment,2,89
786843,PRIVATE ROOFTOP +BEST LOCATION+COZY,Apartment,2,91
763962,★East Village★ #6; Private Room; Free WandD,Apartment,2,90
764052,1 Bedroom Apartment in quiet area.,Apartment,2,100
764753,Beautiful 3 bedroom apartment!!,House,6,88
786955,West Village - Gorgeous Studio Apt.,Apartment,2,92
765203,Art Lover's Abode Brooklyn,Apartment,1,99
787490,Entire Monthly B'klyn 1Bd To Yourself,Apartment,4,100
765315,Bed and Bathroom in Williamsburg Loft,Loft,2,94
787941,2BR-2BA Best MANHATTAN Neighborhood HUGE TERRACE,Apartment,5,92
765563,Big Comfy Beds and Breakfast on the Deck,House,16,93
788005,Spacious 1 Bedroom Apt; Prospect Hts-Park Slope,Apartment,4,100
765569,Brand New; Boutique Brooklyn Condo,Apartment,4,97
766055,Family-friendly; Beautiful Brooklyn House,House,10,98
788035,Room in 2 Bdr Apt in Nolita-Soho LES,Apartment,2,90
766542,Designer apt. in Williamsburg; NYC,Apartment,2,99
788106,Cozy West Village Apartment,Apartment,2,93
766699,big loft in prime Williamsburg  ,Loft,5,100
789298,Cozy and bright UES Studio near Central Park,Apartment,2,100
766814,Adorable Midtown West Studio!,Apartment,1,
766964,Sublet Lovely Room in Astoria; 3-4 months,Apartment,1,100
789476,Room With A View of Central Park,Apartment,2,90
789559,Love NYC!  Luxury Apt Upper West ,Apartment,3,96
789606,fully furnished room in Bedstuy,Apartment,1,
789686,Cute and Quirky Private Room,Apartment,2,
790682,Beautiful Williamsburg Apartment!,Apartment,2,94
766973,Huge Sunny Room With a View in Hamilton Heights,Apartment,2,92
790767,East-Village; Modern Apartment @ Astor Place,Condominium,2,100
767286,Last-Minute Bookings 1-Bedroom Apt,Apartment,2,88
767397,Large Harlem condo; feel like a real New Yorker,Apartment,3,95
791191,Serene and Clean West Village Studio,Apartment,2,94
767562,Beautiful communal house Bushwick,Townhouse,1,97
767761,Beautiful 1 br in Williamsburg,Apartment,2,94
791452,Jazzy condo in Riverdale -fresh grown veggies,Apartment,2,89
767983,Gorgeous Williamsburg Apt + balcony,Apartment,3,100
792142,Studio Available on Upper East Side,Apartment,2,90
769175,Gorgeous apt. steps from subway,Apartment,1,100
792835,Spacious Lower East Side Studio,Apartment,3,94
769279,Room for rent in East Village,Apartment,2,100
769448,Bedford Loft; Williamsburg Prime,Apartment,6,93
793590,Sunny in the Heart of Williamsburg,Apartment,4,
793610,ENTIRE EAST VILLAGE STUDIO!!!!,Apartment,2,94
769806,The Pagode Lofted Bedroom,Loft,2,100
770514,Studio in FlatIron; NYC !! ,Apartment,2,80
793951,Beautiful Bedroom in Harlem,Apartment,2,98
770616,Cute Studio Lower East Side !,Apartment,2,89
770729,Williamsburg Penthouse Retreat,Apartment,3,96
770893,1 Bdrm Apt-Luxury Bldg-Upper West,Apartment,2,100
794020,Amazing Bedroom in a Brownstone Apt,Townhouse,2,97
794245,Historic Brownstone Private Garden,Apartment,2,93
794281,Open loft in the heart of Union Sq.,Apartment,3,92
770960,Cozy 1 BR in Prospect Heights,Apartment,3,88
771430,Massive Room With a Balcony!,House,2,95
771436,3BR-3 Bath House in Astoria,House,6,
794425,Brooklyn two bedroom,Apartment,4,89
794427,Prospect Park Modern 3 Bedroom,Apartment,4,91
794472,Beautiful apartment nr Central Park,Apartment,6,89
794496,Bright Quiet Room in N. Manhattan,Apartment,2,91
772362,TIMES SQ-THEATRE DIST STUDIO,Apartment,2,96
794535,Live in real NY apt; Midtown west,Apartment,3,70
794567,Brooklyn Oasis - Master Bedroom.,Apartment,2,94
772679,Very large; clean 1 BR apartment,Apartment,3,91
773041,Nice beautiful room In the Bronx,Apartment,3,88
773497,Great spot in Brooklyn,Apartment,1,
795198,Big City of Dreams! East Village.,Apartment,1,92
795641,Weekend NY getaway? Holiday stay?,Apartment,2,
773993,Upper East Side Oasis!,Apartment,2,95
774791,Very clean bed room in queens NYC,Apartment,1,92
774899,Unique West Village Loft with Deck,Apartment,5,94
795680,Upper East side cozy 1 bdr apt,Apartment,1,88
775238,Fantastic East Village Location!,Apartment,1,90
796128,Cozy room for rent in duplex house,House,1,
796232,Cozy Apt in Bushwick; Brooklyn!,Apartment,2,96
775280,New-York Family Friendly 2bdr-2bath,Apartment,7,97
796370,Monthly discount - 2 bedroom  - upper east side,Apartment,7,100
775326,Cozy Room in Artistic Brownstone,Townhouse,2,96
796404,Apartment in Manhattan,Apartment,4,83
796490,Park Slope House -private room -1 block from metro,Townhouse,2,95
776257,Large One Bedroom in heart of North Williamsburg,Apartment,2,94
796523,Rustic Modern Duplex Brownstone,Townhouse,6,98
777097,Historic Brownstone Oasis,Apartment,3,100
797696,Prime Williamsburg location with private deck,Apartment,2,94
777141,Room for Rent,Apartment,2,100
797972,Spacious 1 Bdrm in BEST location!!,Apartment,2,89
777297,XL 2 Bedroom LOFT in the Heart of Williamsburg,Loft,6,93
798008,Hancock Town House!-Stuyvesant Mews,House,2,
777327,Cozy Sunny 1br Ditmas Free Parking!,Apartment,3,95
798100,Home Away From Home,Apartment,2,93
778381,Gorgeous Brooklyn Getaway,Apartment,2,87
798128,Large one-bed apt Upper East Side,Apartment,3,100
798429,Modern 1-bedroom in Harlem Heights,Apartment,4,93
778390,Chinatown-Lower East Side Bedroom,Apartment,2,85
799319,Peaceful Garden Sanctuary,Apartment,3,90
778640,Furnished Studio w-Loft,Apartment,2,94
799484,E'33-EMPIRE STATE -PERFECT SPAC,Apartment,4,75
799829,Small Town in the Big Apple!,Apartment,5,91
799900,Amazing home near museum; gardens and park!,Apartment,2,100
778706,Studio w-2nd Level Mezz,Apartment,3,88
799924,Big Loft in Bushwick: Unfurnished; longterm sublet,Loft,2,87
778903,Chelsea NYC 1 Bdrm w- private Grdn!,Apartment,2,94
799945,Small Private Room; Historic Brooklyn Townhouse,Townhouse,1,100
800051,Bright and Beautiful 3bdr apt in Prime Williamsburg,Apartment,6,100
802677,Large and Elegant Pre-War One Bedroom,Apartment,3,91
802983,2-Bdrm Apt; NYC Upper West Side,Apartment,4,95
800918,Beautiful Chelsea Studio,Apartment,1,98
803237,Duplex with two terraces and a view,Apartment,4,100
801260,Williamsburg: Safe; Artistic; 15 mins to Manhattan,Apartment,1,84
803778,Luxury Loft Noho New York City,Loft,6,94
801281,Cozy Modern LES Apt-Prime Location,Apartment,3,99
803835,1 BR In the Heart of Hell's Kitchen,Apartment,1,95
801626,CBG HelpsHaiti #5 Suite,Bed and breakfast,3,93
804194,Large but cosy Bushwick apartment,Apartment,6,100
802498,Manhattan *SuperHost* Luxury Master Bedrm PRIVATE,Apartment,4,97
